time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
1.358769,-0.0152,0.0380,-0.0334,0.053
1.362936,0.0061,0.0428,-0.0621,0.076
1.368781,-0.0178,0.0429,-0.0668,0.081
1.371973,-0.0178,-0.0069,-0.0524,0.056
1.376624,-0.0155,0.0363,-0.0263,0.047
1.381586,-0.0012,0.0127,0.0163,0.021
1.393030,-0.0156,-0.0131,0.0181,0.027
1.394451,0.0082,-0.0127,0.0106,0.018
1.395454,-0.0062,-0.0171,-0.0228,0.029
1.399678,0.0081,-0.0167,-0.0107,0.021
1.415739,0.0414,-0.0258,-0.0128,0.050
1.417137,0.0317,-0.0468,0.0208,0.060
1.418013,0.0291,-0.0320,0.0659,0.079
1.418412,0.0336,-0.0221,0.0747,0.085
1.423126,0.0664,-0.0288,0.0810,0.109
1.428327,0.1061,0.0027,0.0609,0.122
1.432396,0.0504,0.0269,0.0385,0.069
1.438285,0.0949,0.0201,0.0400,0.105
1.442199,0.0558,0.0323,0.0460,0.079
1.447031,0.0241,-0.0008,0.0305,0.039
1.452131,0.0212,-0.0028,0.0340,0.040
1.456312,0.0112,-0.0000,0.0044,0.012
1.460483,-0.0675,0.0051,-0.1553,0.169
1.465415,-0.0813,0.0008,-0.2731,0.285
1.472162,-0.0450,-0.0031,-0.4489,0.451
1.476314,-0.0920,-0.0116,-0.3856,0.397
1.481023,-0.1385,0.0180,-0.2087,0.251
1.492056,-0.1158,0.0308,-0.1472,0.190
1.493358,-0.1358,0.0435,-0.1594,0.214
1.494742,-0.1176,0.0584,-0.1428,0.194
1.505358,-0.0450,0.0328,-0.0741,0.093
1.506013,-0.0252,0.0526,-0.0299,0.066
1.508228,-0.0129,0.0747,0.0066,0.076
1.513391,-0.0291,0.0514,0.0167,0.061
1.518102,-0.0809,0.0567,0.0811,0.128
1.523561,-0.0920,0.0735,0.0997,0.154
1.528275,-0.0745,0.0546,0.0895,0.129
1.531843,-0.0430,0.0238,0.0461,0.067
1.538546,-0.0165,0.0431,0.0647,0.079
1.541805,-0.0449,0.0479,0.0473,0.081
1.546327,0.0409,0.0099,0.0729,0.084
1.550992,0.0025,0.0077,0.0460,0.047
1.557390,0.0356,-0.0207,0.0596,0.072
1.561779,-0.0004,0.0175,0.0991,0.101
1.567824,0.0635,-0.0135,0.1262,0.142
1.571081,0.0602,-0.0609,0.0673,0.109
1.575730,0.0261,-0.0984,0.0397,0.109
1.580566,0.0349,-0.0143,-0.0449,0.059
1.585338,0.0034,-0.0637,-0.2164,0.226
1.590071,0.0079,-0.0647,-0.4219,0.427
1.594534,-0.0231,-0.0748,-0.4969,0.503
1.607181,-0.0039,-0.0678,-0.4808,0.486
1.608081,-0.0155,-0.0487,-0.3365,0.340
1.609431,0.0013,-0.0059,-0.1222,0.122
1.613566,0.0369,0.0128,0.0970,0.105
1.622154,0.1123,0.0100,0.2901,0.311
1.622808,0.1728,-0.0310,0.3934,0.431
1.627081,0.1875,0.0566,0.3582,0.408
1.630918,0.1310,0.0460,0.3351,0.363
1.637293,0.0868,0.0329,0.2814,0.296
1.641273,0.0192,0.0246,0.1689,0.172
1.645940,-0.0311,-0.0003,0.0218,0.038
1.651418,-0.0596,0.0130,-0.0670,0.091
1.655113,-0.0357,-0.0259,-0.0746,0.087
1.661850,-0.0335,-0.0098,-0.0728,0.081
1.666359,-0.0646,0.0062,-0.0949,0.115
1.670407,-0.0051,0.0031,-0.0978,0.098
1.674934,-0.0435,-0.0094,-0.0696,0.083
1.680041,-0.0126,-0.0194,-0.0084,0.025
1.685093,-0.0342,-0.0578,0.0453,0.081
1.689768,-0.0414,0.0037,0.0631,0.076
1.694570,-0.0722,0.0005,0.0831,0.110
1.708160,-0.0292,0.0234,0.0696,0.079
1.709233,0.0704,-0.0061,0.1012,0.123
1.709818,0.0884,-0.0734,0.2131,0.242
1.713388,0.0349,-0.0904,0.1483,0.177
1.724349,-0.0087,-0.0431,0.0792,0.091
1.725621,-0.1183,-0.0082,-0.0296,0.122
1.726629,-0.0631,-0.0114,-0.0590,0.087
1.732413,-0.0037,0.0258,-0.0170,0.031
1.736131,0.0006,0.0223,0.0246,0.033
1.740750,0.0215,0.0332,0.0445,0.060
1.745549,0.0494,0.0178,0.0311,0.061
1.750410,0.1008,0.0051,0.0702,0.123
1.756036,0.0522,0.0210,-0.0144,0.058
1.760628,0.0539,0.0631,-0.0742,0.111
1.766048,0.0225,0.0076,-0.0526,0.058
1.769994,-0.0063,0.0000,0.0543,0.055
1.774668,-0.0396,0.0138,0.1365,0.143
1.779925,0.0223,0.0250,0.1136,0.118
1.784280,0.0197,0.0527,0.1005,0.115
1.789107,-0.0349,0.0493,-0.0022,0.060
1.794252,-0.0081,-0.0227,-0.1177,0.120
1.806401,-0.0621,0.0319,-0.1297,0.147
1.807394,0.0032,0.0388,-0.0416,0.057
1.808145,0.0419,0.0149,-0.0205,0.049
1.812433,-0.0122,-0.0254,0.0173,0.033
1.820428,-0.0183,-0.0060,0.0500,0.054
1.821551,0.0206,-0.0106,0.1344,0.136
1.826330,0.0899,-0.0033,0.1086,0.141
1.832459,0.1040,-0.0504,0.0924,0.148
1.835282,0.1012,-0.0141,0.0049,0.102
1.840576,0.0652,0.0030,-0.0086,0.066
1.845894,0.0603,0.0295,-0.0124,0.068
1.849907,0.0127,-0.0439,-0.0161,0.049
1.854295,0.0131,-0.0789,0.0112,0.081
1.860265,0.0277,-0.0068,0.1000,0.104
1.865388,0.0042,-0.0137,0.0906,0.092
1.870238,-0.0572,-0.0209,0.1217,0.136
1.874741,-0.0825,-0.0353,0.1285,0.157
1.879132,-0.0698,0.0072,0.1537,0.169
1.884426,-0.0741,-0.0031,0.1687,0.184
1.888542,-0.0310,-0.0063,0.1263,0.130
1.893285,-0.0714,0.0022,0.1125,0.133
1.905279,-0.1091,-0.0059,-0.0198,0.111
1.906474,-0.1011,-0.0093,-0.1836,0.210
1.907076,-0.0597,-0.0077,-0.2457,0.253
1.914240,-0.0446,0.0011,-0.1812,0.187
1.923962,0.0203,0.0456,-0.1479,0.156
1.924713,0.0514,0.0398,-0.1006,0.120
1.925670,0.0870,0.0578,-0.1368,0.172
1.942129,0.0938,-0.0027,-0.0420,0.103
1.954682,0.0413,-0.0010,0.0355,0.055
1.955936,0.0463,0.0029,0.0580,0.074
1.959409,0.0395,0.0069,0.0615,0.073
1.960091,0.0162,-0.0297,0.0652,0.073
1.974331,0.0049,-0.0138,0.1140,0.115
1.990326,0.0152,0.0185,0.0911,0.094
1.991360,-0.0270,-0.0185,0.1514,0.155
1.991933,-0.0713,-0.0198,0.1776,0.192
1.992490,-0.0822,-0.0166,0.1724,0.192
1.993112,-0.0788,0.0149,0.1527,0.172
1.993940,-0.0709,0.0317,0.1114,0.136
1.994420,-0.0655,0.0103,0.0940,0.115
1.995063,-0.0579,-0.0419,0.1051,0.127
1.996312,-0.0574,0.0058,0.0709,0.091
2.006852,0.0357,-0.0134,0.0632,0.074
2.007596,0.0639,-0.0395,0.0769,0.107
