time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
0.836938,0.0420,0.0204,0.0385,0.061
0.840933,0.0417,0.0107,0.0285,0.052
0.847109,0.0223,0.0011,0.0331,0.040
0.851079,0.0079,0.0058,0.0425,0.044
0.857731,0.0174,0.0106,0.0566,0.060
0.861722,0.0267,0.0106,0.0755,0.081
0.866222,0.0313,-0.0084,0.1086,0.113
0.872844,0.0548,-0.0082,0.1130,0.126
0.876800,0.0449,-0.0080,0.1032,0.113
0.881699,0.0398,0.0016,0.0838,0.093
0.891367,0.0063,0.0018,0.0313,0.032
0.892179,-0.0175,-0.0076,0.0410,0.045
0.898821,-0.0411,-0.0028,0.0223,0.047
0.900488,-0.0502,0.0163,-0.0532,0.075
0.905215,-0.0497,0.0161,-0.1133,0.125
0.911550,-0.0539,0.0017,-0.1060,0.119
0.916868,-0.0486,-0.0031,-0.0983,0.110
0.920907,-0.0385,0.0253,-0.0810,0.093
0.926487,-0.0286,0.0155,-0.0447,0.055
0.930964,-0.0139,0.0009,0.0197,0.024
0.936240,0.0243,0.0148,0.0549,0.062
0.941065,0.0527,0.0049,0.0467,0.071
0.946600,0.0619,0.0140,0.0284,0.070
0.951610,0.0329,0.0185,0.0191,0.042
0.957200,0.0088,-0.0152,0.0236,0.029
0.962766,0.0040,-0.0296,0.0181,0.035
0.967342,0.0134,-0.0105,-0.0206,0.027
0.971258,0.0132,-0.0153,-0.0683,0.071
0.977094,-0.0059,-0.0154,-0.1487,0.150
0.982356,-0.0106,-0.0296,-0.1521,0.155
0.989768,-0.0248,-0.0295,-0.1365,0.142
0.992352,-0.0293,-0.0056,-0.0876,0.093
0.998241,-0.0385,0.0039,-0.0393,0.055
1.001165,-0.0715,0.0275,-0.0768,0.108
1.005450,-0.0423,0.0508,-0.0662,0.094
1.012070,-0.0182,0.0407,-0.0557,0.071
1.017037,-0.0133,0.0261,-0.0451,0.054
1.021031,-0.0179,0.0494,-0.0251,0.058
1.026488,-0.0367,0.0441,0.0137,0.059
1.031128,-0.0411,0.0340,0.0333,0.063
1.036520,-0.0360,0.0050,0.0384,0.053
1.041765,-0.0356,0.0236,0.0293,0.052
1.046265,-0.0210,-0.0054,-0.0175,0.028
1.051512,-0.0208,-0.0199,-0.0114,0.031
1.056906,-0.0158,-0.0105,-0.0147,0.024
1.062260,-0.0203,-0.0153,0.0105,0.028
1.068254,-0.0011,-0.0297,0.0214,0.037
1.071983,0.0133,-0.0440,0.0085,0.047
1.077260,0.0370,-0.0391,0.0194,0.057
1.082685,0.0605,-0.0390,-0.0126,0.073
1.089403,0.0363,-0.0247,-0.0302,0.053
1.092402,0.0313,-0.0437,-0.0527,0.075
1.099476,0.0359,-0.0103,-0.0562,0.067
1.101233,0.0166,0.0085,-0.0599,0.063
1.105789,0.0212,0.0035,-0.0638,0.067
1.111668,0.0258,0.0032,-0.1106,0.114
1.117091,-0.0029,0.0077,-0.1144,0.115
1.121763,-0.0029,0.0312,-0.0756,0.082
1.126432,-0.0219,0.0401,-0.0468,0.065
1.132022,-0.0170,0.0300,-0.0136,0.037
1.136719,-0.0074,0.0247,0.0049,0.026
1.142877,0.0021,0.0146,-0.0004,0.015
1.147893,0.0068,-0.0049,-0.0103,0.013
1.151510,-0.0076,-0.0242,-0.0342,0.043
1.159122,-0.0027,-0.0243,-0.0292,0.038
1.161837,-0.0170,-0.0291,-0.0241,0.041
1.167777,-0.0168,-0.0100,-0.0049,0.020
1.172952,-0.0167,-0.0053,0.0141,0.023
1.177097,-0.0213,0.0088,0.0281,0.036
1.182563,-0.0307,0.0132,0.0228,0.040
1.190352,-0.0257,0.0080,-0.0111,0.029
1.192427,-0.0255,0.0218,-0.0447,0.056
1.199871,-0.0349,0.0116,-0.0637,0.074
1.200573,-0.0061,0.0110,-0.0444,0.046
1.206773,-0.0013,0.0056,-0.0299,0.030
1.210912,-0.0061,-0.0093,-0.0154,0.019
1.217315,-0.0013,-0.0193,0.0228,0.030
1.221568,0.0130,-0.0245,0.0418,0.050
1.228489,0.0224,-0.0153,0.0179,0.033
1.231699,0.0269,-0.0205,0.0180,0.038
1.237633,0.0409,-0.0304,0.0179,0.054
1.242446,0.0358,-0.0305,0.0225,0.052
1.246887,0.0260,-0.0068,0.0364,0.045
1.252511,0.0163,-0.0165,0.0597,0.064
1.259328,0.0256,-0.0166,0.0875,0.093
1.265240,0.0491,0.0025,0.0485,0.069
1.271292,0.0440,-0.0165,0.0001,0.047
